,content,label
4891,사상의 자유가 있다면 평가의 자유도 있다. 별 1개도 아깝다.,0
13004,신분증 확인 오류라고 계속 뜨는데 왜 이러는데? 장난하는것도 아니고 에라이 그냥 삭제 할런다,0
13144,너무너무 좋아요.,1
17543,극혐,0
7571,난 여기만 씈다,1
11801,좋아요,1
7768,사용후기 다음에,0
2834,광고 푸시 알림 끄는거 만드소 개짜증나네,0
16006,폰인증에서부터 막힘,0
6586,최고의 뱅킹앱,1
15556,다른 은행의 자동이체 한번에 옮길 수 있게 해주세요!,1
1073,편리하게 잘 이용하고 있어요~ 모임통장 관리하기도 좋고 매우 만족입니다,1
4871,혁신 타령하며 왜 카카오한테 은행할수있게 해택을 줬나 모르겠다 그렇다고 서민들 은행 문턱이 낮아진것도 아니고 이자가 싸지도 않고,0
2764,아니 카톡계정 잃어버렸는데 결제가 1계정으로 박에 못한데서 해지하고 다시하는데 30일 하;,0
11025,좋아요,1
3014,너무불편하고 서비스가 별로네요,0
3650,미니를 2개 사용할수있으면 좋겠어요.,0
9906,굿뱅크,1
14772,기종 스듀탭인데요 아무 이유없이 그냥 앱이 꺼지네요 강제종료 됬다는 알림창도 없이;;;,0
1376,너무편해요 공인 인증서 없어도 되고 수수료 없고 타행에서도 수수료 없이 입금되고 카카오뱅크 짱,1
2624,매우 중요한 것,1
180,상세하고 쉽게되어있음.,1
17304,좋아요,1
9382,참 좋습니다,1
917,다건이체 누르면 계속 지문인식(로그인)화면으로 넘어갑니다,0
13489,한도를 삭제할려고하는데 인증비밀번호맞게했는데 자꾸만 틀리다고하네여 ㅠ,0
17449,페미뱅크~,0
16530,나이때문에사용못한다ㅋ,0
7852,있다 그리고 한다,1
4894,계좌개설할때 휴대폰말고 공인인증서나 다른걸로 본인인증할수있게 좀 해주세요..,0
6121,다운이안되요 ㅠ.ㅠ 어떻게 해야하나요?,0
5411,다른엡에비해서 엄청편해요,1
16551,쓰기 편하다고 광고 는  왜 하는지 지들이 써보고 하는건가? 여튼 은행 보다 최악임,0
7800,2022년 카뱅은 선구자적 은행,1
16141,안된다...안된다...안된다....안된다...,0
15242,"처음 설치해서 켜보는데, 에러가 나면서 실행이 되지 않습니다. HTTP 502 Proxy Error 라는 오류가 뜹니다",0
11707,굿,1
12871,자주쓰는 계좌 등록하기가 매우불편하네요.무조건 이체이력이 있어야만 되나요?.,1
3800,직업이 없으면 만들어 놓은 계좌 쓰지도 못하네. 쓰래기같은 은행. 한도계좌라도 쓸수 있게 해놔야되는거 아니냐? 전국민을 예비 대포통장 판매자로 보는 회사,0
8088,👍,1
14410,이렇게 아무것도 안되는 어플은 왜만든거죠? 맨날 사람많다고만 하고 이제는 카카오뱅크가 실제로 있는건지 사기인지 모르겠네요ㅋㅋ 실제로 존재하긴 하는건가요 개최악의 앱이네요,0
14983,양심적으로 미자라서 개설 못하는거랑 자기네들이 모자라서 개설 못하는거 가지고 평점 낮게 주지는 맙시다 지능 딸리는거 자랑하는것도 아니고ㅋ,1
1484,확실한 제 이름과 주민등록번호를 쳤는데 실명정보가 틀렸다고 나옵니다 통장을 개설할수가없네요,0
5797,넘편하고 좋아요,1
14745,주민등록증을 발급받지 못 할 경우 할 수가 없군요. 개선 부탁드립니다.,0
3854,사용하기 편리한 앱 입니다,1
15414,신분증입력오류 가입할수없는앱인듯,0
12369,서류제출을 어떻게하라는건지....  1장만 사진 제출가능하다면서 근로계약서만 찍으면 불가능이 뜨고....,1
8305,좋았어요,1
13807,아니 인증번호도 안오는 이유좀?,0
4477,타은행에서 입금되면 입금됬다고 연락왔는데 알림은 안뜨고 잔액도 그대롭니다 입금시간과 알림시간 이 다릅니다,0
13354,수수료면제...간편한 송금등...많은 부분에서 편리하고 체크카드에서의 교통카드 기능은 정말굿~,1
13688,이체할 때 번호인증 말고 지문 인증으로도 가능했으면 좋겠습니다~,1
13606,복잡하지않아서좋아요 좋아요 정말좋아요,1
6113,간편해서좋아요,1
1940,"GS가 그렇게 논란 되고 매출 떨어지고 그랬는데 같은 대기업임에도 불구하고 뭐 배운게 없나 보네...ㅎ 우연히, 어쩔 수 없이 그런 것도 아니고 그냥 가만히 있어도 되는 한쪽 손에 그런 손동작을?! 노이해...",0
5026,편하고 좋네요,1
3775,갑자기 안드로이드 업뎃되고 루팅됬다면서 안들가짐,0
943,문의 남깁니다. 적금이 만기가 되어서 예금통장에 입금이 되었습니다. 적금만기 통장내역을 어디서 확인할 수 있죠? 그동안 며칠에 넣었고 얼마씩 적금했는지 알고싶은데 만기가 되자마자 통장이 사라지네요.,1
12304,노트8인데 앱상태가 최신버전인데 업데이트하라고 알림이 뜨며 처리되지 않습니다. 확인 부탁드립니다,0
2163,쉽고 편하게 사용할 수 있어서 좋아요,1
16058,깔끔한 UI가 맘에 듭니다. ^^,1
2776,갑자기 카카오톡 친구에서 이체가 안되서 삭제했다가 재설치 하려고 하는데 재설치 안됨 짜증나서 딴데로 옮김,0
1104,편하다생각했었는데 갑자기로딩중만뜨고아예 접속자체가불가하네요 급하게 계좌이체하려고했는데 그럴때너무불편해요 아예 정검중도아니고 지문인식조차나오지않고들어갈수자체가없어요 왜이런거죠?그래서 업데이트까지했는데도 안되네요.고쳐주세요,0
8641,안자르면 다시안깔아야지,0
5949,뱅킹 중에 최강자,1
6553,좋네요 간편하고~,1
11071,최고최고,1
11384,굿,1
15341,첫 시작 로그인화면에서 무한 반복되고 다음화면으로 넘어가질 않아 앱 사용을 할 수 없습니다. 갤럭시S7입니다.,0
6475,너~~~~무 편해요!!!!,1
16344,별 한개도 아깝습니다 ㅋㅋ 고객센터 대기전화만 30분 넘게 기다렸는데 받더니 그냥 끊던데요; .어휴 카드만 귀엽네요~,0
16394,다 좋은데 카드 종류가 더 늘어났으면 좋겠어요! 카드에 있는 이모티콘들 아기 버전도 나왔으면 좋겠어요!!,1
11042,만족,1
239,기간 설정에서 날짜 선택하지 않았을때 화면에 보여진 달의 1일로 맞춰주셨으면 더 편할것같습니다. 전체적으로 수수료도 없고 너무 편하네요,1
12297,굿ㅎ,1
14012,다 좋은데 고객센터 연결은 너무 안되서 짜증났어요ㅠㅠ,1
17165,좋아요,1
16147,첫날에 퍼지네요...,0
17321,좋아요,1
10311,편해서좋음,1
11914,"기기변경하고 신분증 촬영만 어제부터 장소 옮겨가며 몇시간째 했지만 단 한번을 찍히지도 않았어요. 대체 이게 원래찍히는거긴하는지 
잘모르겠네요. 전화하면 상담원이 어쩔수없다네요. 계속 시도해보래요. 저진짜제신분증 퀵으로 보내고 직접 해보시라고 하고싶어요. 카카오는 
온라인도 없으면서 무슨 깡으로 이렇게 대책없는거에요? 이거탈퇴는 인증안해도 해주시나요? 설마 계좌해지하고싶어도 인증안되서 못하는건 
아니겠죠.. 참고로 어제 신한 쏠도 비대면 신분증 인증했는데 한번에 다됐어요...아그리고 메일보내면 방법알려주신다고 하시는데 그냥 방법 
공지해주시면되지 왜 멜을 보내야만 알려주시는거에오?",0
14984,어플 삭제함     대출이 되긴 하는건지 의문임   몇날몇일 안되는거면 진짜 문제임    5분대출 이라는 문구 당장 지워야함 과대광고임,0
17407,굿,1
5399,깔끔해요. 보안에 신경 잘써주시길..,1
4882,넘 간편해서 좋아요,1
16501,좋은 거래 활성화를 위해 최선을 다하겠습니다,1
12705,다 좋은데 비상금 대출심사가 너무 까다로움..ㅠㅠ,1
15486,"입출금통장, 체크카드는 10대 후반 청소년층들도 많이 이용하는데 만19세 미만은 계좌 개설 불가라 아쉽네요... 본인인증수단은 주민등록증 말고도 여권같은게 있는데...",0
355,S20 사용자입니다 소프트웨어 업데이트 후 루팅된 기기라며 오류로 인해 실행이 되지 않습니다. 루팅 한적도 없으며 다른 은행어플은 잘 실행됩니다 빠른 조치 부탁드리겠습니다.,0
5241,거래 내역 볼려고 할 때마다 튕겨요. 어떻게 좀 해주세요 ;,0
10901,좋아요,1
14689,어플실행하는데 갑자기 기기변경이라고 다시등록하라고 뜨네요ㅠㅠ기기변경아니고 같은 기계인데... 지금 신분증도 없고 급히 이용해야되는데ㅠㅠㅠ 당황스럽습니다...기기는 삼성 갤럭시j5입니다,0
6796,잘되어 잇넹,1
17015,저장소 비밀번호를 모르겠는데 어떻게 해야되죠?,0
1281,이벤트는 내부인원이 미리 끝내고 이벤트 때문에 이용도 원할하지 않고 사전예약은 뭐하러 받았는지 싶네요,0
2321,편리하게 빠르게 사용할수있다ㅋ,1
8949,미니,1
1799,사용이쉽고 계좌이체나 보기편한 시스템이많습니다,1
5804,다른 카드 파러 갑시다!,0
7042,대한민국 기존 시중은행들은 망할때까지 반성해라,1
14741,안들어 가져요ㅠㅠ 노랑색 화면 나오다 꺼져버림,0
15390,왜 8등급인디 비상금대출 안해줍니까,0
11182,간편해서...,1
3346,편해요 수수료 걱정없어요,1
8455,좋아요.,1
3558,편리하고 좋아요,1
278,휴대폰 앱 알림으로 광고도 오네 썩을,0
2716,신분증을 세번째 찍어서 보내도 신분증에 이상있다고 하고 이따구 앱이 다있나,0
9840,좋음,1
8373,좋아요,1
15126,편함,1
11952,"이 앱 쓰다가 오늘 황당한 일을 겪었다. 카톡친구로 올라와 있는 사람에게는 계좌번호 몰라도 보내면 상대가 받는다. 그래서 늘 그렇듯이 
오늘도 실명을 써서 보냈는데 딴 사람에게 갔다. 어떻게 이런 일이 생길 수 있나? 분명 받는 사람 이름은 제대론데.고객센터에 연락했더니 
'죄송합니다' 로 끝났다. 하~",0
17592,조음,1
3087,완전 편하고 좋아요,1
3654,"다 필요없고, 내가 써본 은행앱중에 젤 편합니다.",1
14874,진짜 준비도 안된상태에서 왜 오픈해가지고 신뢰를 떨어뜨리는지...,0
15422,제가 후면카메라가 아예 박살나서 신분증 사진을 못찍고 있어요 ㅠ 셀카캠으로도 신분증 찍을 수 있게 해주세요!,0
16971,힘내요~,1
3704,좋아요 진짜 너무편리해졌네요,1
14266,아니 계속 핸드폰 않좋다고 안된다고 찡얼대는분들 햔드폰 5만원짜리 쓰면서 이런앱은 다 다운받고 욕하고 샤로만들어서 인원이 부족한대 욕하는분들 한번생각해보세요..,1
13813,완전편함.,1
3926,신분증 촬영안된다는 분들 바닥색상 어두운데다 민증올려놓고 찍음 바로 인식됩니다,1
16548,신분증 인식이 3일째 안됩니다 계좌 포기하고 그냥 지웠어요 이런분들 꽤 많을껄요?,0
5242,편리해 다른 뱅크보다,1
10735,굳 굳,1
3908,언제 어디서나 간편하게 거래할 수 있어요~~,1
2072,사용의편리성과 인증서를대신하는패턴도좋습니다.,1
16599,본인명의핸드폰없으면안되나요 아이핀같은걸로확인하면좋은데요 핸드폰이 내명의가아닌데 사용할수있는방법좀여,0
15423,에러가 너무 잦고 튕기고 종료되니 계좌만 힘겹게 만들고 확인을 못하고있네요. 에러코드가 뜨긴하던데 뭔지 알 수가 없으니...,0
14875,비상금대출어쩌구..3일넘게 대출이용자가많아..사용불능 모바일은행은 무슨.. 돈만맡기라는건가보네요,0
5724,은행중에 최고입니다.,1
7734,메갈뱅크 ㅉㅉ,0
126,"여러 금융 앱들의 보안은 어떻게 하나요? 저번에 3명의 도용범들로 많은 피해를 당하면서도 현제는 그 한명의 도용 중인 상황이다보니ᆢ 폰 돈관련 모든 앱들은 중지시키고 있지요ᆢ 또한, 도용전에 이용한 계좌도 중지중이지요ᆢ 또한, 그 도용범이 저번에 거의 90만원을 가지고 갔는데요ᆢ 경찰분도 똑같이 도용을 하는것은 불법이 아니라고 하더군요ᆢ 그래서 그 도용 범이 이리도 공개화를 자주 함에도 여전히 도용 중이지요ᆢ 살짝 다른점은 도용 시작하는 시간이 좀 빠르더군요ᆢ 제가 계속 시켜보는 다른 이유가 있지요 또한, 괘심죄를 더해서 그 도용범만을 건드릴껀 아니구요ᆢ 가족이나 친분있는 주위의 사람들을 똑같이 도용을 한후 피해시 모든 일들의 시작을 그 도용범의 도용으로 벌어진 일임을 공유를 하려구요ᆢ 어짜피 그 도용범은 저처럼 외톨이 이지만요ᆢ 하지만ᆢ",1
16525,해외거주 교포는 어떻게 본인인증 해야 하나요,1
9256,굿,1
11374,좋아요,1
15625,계속오류만뜨네요,0
7444,오해는 무슨 메갈기업이라니 창피하다,0
4569,별로임 기존 은행앱보다 낳은게 하나도 없음,0
11490,좋아요,1
7294,카톡우ㅔㅂ을열고사용이ㅂ견의성탁율,1
4143,편해요 간단해서,1
8402,굿,1
3192,사용하기 너무 편안하고 좋아요!!!,1
6708,이게 성추행이랑 뭐가 달라... 이건 그냥 기업에서 고객 상대로 성폭행한거...,0
15112,간단  편리,1
12111,"세이프박스에 +10만원 버튼/추가 금액 버튼 좀 있었으면.. 넣고 뺄 때마다 세이프박스에 넣을 총액을 입력해야 해서 계산기를 항상 
두드려야 함",1
9155,좋지,1
14552,편리 한듯 합니다. 좋아요^^,1
4203,보안이 너무 허술한거같아요 해킹 당해서 재산 도둑 맞을까봐 카뱅에 돈못넣겠어요,0
14140,어플누르면 바로 인증서비밀번호치라고뜨면서 자격증명소 잠금을 해제하라고 자꾸 뜨는데 왜이러는거죠ㅡㅡ쓰고싶어도 못써요ㅜㅜㅜㅡ,0
13806,좋은친구가 되기를,1
15872,최고 완존^^ 대박이네~대박이야~^^ 최소3천만 이상 가입 예정ㅋ,1
4259,카뱅긋!사용하기도 좋아요:),1
12130,카카오뱅크 돈 넣어놓은거 옮기려고했는데 지웠다 다시깔아서 신분증 인증하라더니 사진도 안찍히고 지금 바로 돈 빼야하는데 뭡니까 대체,0
16992,다운로드가 안되구만,0
16973,잘되었내,1
16018,좋아요 . 간단하게 통장 만들어 편해요.,1
9055,굿요,1
13830,좋아요,1
2304,업데이트를 안할수있도록 프로그램을 한번에 짜시길,0
17151,불편,0
16922,첫경험,1
13896,이렇게 얘기가 많으면 빨리 해결을해야지..4일동안 똑같네..,0
8808,너무하네,0
9628,굿,1
14869,가입하는데 좀 복잡하네요,1
11885,좋아요,1
2922,모바일 뱅킹앱 중에는 ui ux모두 최상위,1
16825,화이팅!,0
12465,너무편해졌어요,1
13124,일부 농협에서 입금이 안됩니다 왜 이러는지요?,1
